title,stars,name,text,neighborhood,location,categoryName,city,publishAt,isLocalGuide,sentiment,sentiment_score,time_period
Cedarcrest Hospitals Ltd,5,,"In my opinion, it is the best hospital in Nigeria. All thanks God and the expertise of Dr. Felix Ogedengbe and his team who saved my limbs from been severed in 2010.
God bless this team.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9997709393501282,5 years and above
Cedarcrest Hospitals Ltd,3,,I need directions to Cedar Crest Hospital please. The area and major Land Mark to the hospital,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,NEGATIVE,0.7144440412521362,5 years and above
Cedarcrest Hospitals Ltd,4,,Your money works for you here. Hospital good but not averagely affordable.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,NEGATIVE,0.987969160079956,5 years and above
Cedarcrest Hospitals Ltd,4,,Neat and organized,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9997554421424866,5 years and above
Cedarcrest Hospitals Ltd,4,,So neat and very organized hospital. I love the environment and how organized they are. They a known for orthopedic if I’m not mistaking. Everyone is nice and ready to give you a listening ear. That’s very rear with a lot of hospitals. I’ve been to really nice hospitals though but the little visit I had here was really okay. Just a bit pricy but you get the value for the money.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9993336796760559,5 years and above
Cedarcrest Hospitals Ltd,4,,Best services,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9998224377632141,5 years and above
Cedarcrest Hospitals Ltd,3,,"One of abujas best, good hands on health matters",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9997261166572571,5 years and above
Cedarcrest Hospitals Ltd,5,,They provide a first class health service,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9979447722434998,5 years and above
Cedarcrest Hospitals Ltd,4,,"Cedar Crest Hospital has filled a medical care void in Abuja. On the down side, they sometimes keep patients who are on appointments waiting.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,NEGATIVE,0.9813582301139832,5 years and above
Cedarcrest Hospitals Ltd,5,,Please I really need the active email address of the hospital,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,NEGATIVE,0.9976420998573303,5 years and above
Cedarcrest Hospitals Ltd,3,,It has the best medical facility and professional Doctors from all over the world and well trained staff to attend to all your help issues 24hours.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9996838569641113,5 years and above
Cedarcrest Hospitals Ltd,3,,Most staff are polite,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9913467764854431,5 years and above
Cedarcrest Hospitals Ltd,5,,Good and efficient service,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9998660087585449,5 years and above
Cedarcrest Hospitals Ltd,5,,Good in orthopedics and have excellent medical doctors who are kind and friendly.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9998200535774231,5 years and above
Cedarcrest Hospitals Ltd,5,,"Awesome place with dedicated professionals practising multidisciplinary care approach. A place you can trust your care to be of primary concern.

The work environment and humanness of the physiotherapists in the physiotherapy unit largely draws my love for the facility.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.999823272228241,5 years and above
Cedarcrest Hospitals Ltd,5,,It's a beautiful medical outfit with the perfect scenery. There are exceptionally professional medical personnel with a varying degree of admirable wealth of experience. It's a place to be.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,POSITIVE,0.9998748302459717,5 years and above
Cedarcrest Hospitals Ltd,4,,"A bit on the expensive side but at least you get the services you require.. For the standard we have here it's a pretty good hospital, not my favourite tho.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,5 years ago,,NEGATIVE,0.9548036456108093,5 years and above
Cedarcrest Hospitals Ltd,5,,"Simply put, word class care.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9826379418373108,5 years and above
Cedarcrest Hospitals Ltd,5,,"Saved my life! They treat you first and bill you later. Reminded me of a British NHS hospital as they have a lot of fully-functioning, well maintained equipment. The hospital is clean and all staff are friendly and caring. Could well be a teaching hospital.

Thank you so much for treating me after my accident.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9992571473121643,5 years and above
Cedarcrest Hospitals Ltd,5,,"90% value for money. There is no doorman .Ambience is top notch. Test results are not delayed. Nurses are emotionally intelligent. The best time to visit is evenings and weekends. Patients on admission get their meals delivered to their rooms. The security personnels are very professional. There are two parking lots. The lab technicians are cool, they make you think needles are painless. The front desk guys are cool but they need more training on handling patients. GSM with CUG plans are used for intercom v which I think is not cool. The hospital is tech savvy but the old fashioned way of following up on some things is still obtainable.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9860365390777588,5 years and above
Cedarcrest Hospitals Ltd,5,,Great place to go to for medical check,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9991300702095032,5 years and above
Cedarcrest Hospitals Ltd,5,,World  class medical service rendered here,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9973961114883423,5 years and above
Cedarcrest Hospitals Ltd,5,,It's cool,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9998735189437866,5 years and above
Cedarcrest Hospitals Ltd,5,,It has a clean environment,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9997782111167908,5 years and above
Cedarcrest Hospitals Ltd,4,,"Neat facility, well trained specialists and courteous staff offering world class service. Care is 24 hours with ambulance service",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9996312856674194,5 years and above
Cedarcrest Hospitals Ltd,5,,Very expensive compare to other hospitals providing same services across the country. Well.. I recommend Cedercrest hospital as long as you do not like compromising your health and safety in the hands of quacks here in Nigeria.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.943062961101532,5 years and above
Cedarcrest Hospitals Ltd,5,,Love it,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9998753070831299,5 years and above
Cedarcrest Hospitals Ltd,3,,Good. Can be improved on tho,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,6 years ago,,POSITIVE,0.9997571110725403,5 years and above
Cedarcrest Hospitals Ltd,4,,Efficient and friendly environment for health care.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9998537302017212,5 years and above
Cedarcrest Hospitals Ltd,4,,"Overpriced and understaffed in my opinion, but have specialist doctors.... ok has improved tremendously after my last visit so I raise my star to 4.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.999312162399292,5 years and above
Cedarcrest Hospitals Ltd,5,,A very nice hospital,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.999717652797699,5 years and above
Cedarcrest Hospitals Ltd,5,,"Exceptional service for pediatrics,Obstetrics and gynecology 5 star.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9997672438621521,5 years and above
Cedarcrest Hospitals Ltd,5,,Exceptional Service delivery.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9998080134391785,5 years and above
Cedarcrest Hospitals Ltd,5,,Best hospital in Abuja. Would recommend Cadarcrest hospital to anyone in Abuja,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9892094731330872,5 years and above
Cedarcrest Hospitals Ltd,5,,Excellent. Love the reception and ambience.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9998863935470581,5 years and above
Cedarcrest Hospitals Ltd,5,,Services are unique and can be compared with the one gotten abroad. Excellent!!!,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9997431635856628,5 years and above
Cedarcrest Hospitals Ltd,5,,Quality Health care services.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9992539286613464,5 years and above
Cedarcrest Hospitals Ltd,5,,"The best of Nigeria,doctors,nurses and all staff is very good.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9998639822006226,5 years and above
Cedarcrest Hospitals Ltd,5,,"Some people will just come on here and say whatever they like. Cedarcrest is a good hospital as I have heard alot about them. I even told my HMO that its either Cedarcrest in Abuja or no other place. I did my comprehensive health check up there last year and I was so impressed as they had all the machines in house. including MRI, CT MAMOGRAM. I admire the staff as they are well dressed and very professional. I am looking forward to visiting again for my comprehensive health check-up this year.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9996145963668823,5 years and above
Cedarcrest Hospitals Ltd,5,,THE BEST,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9998332262039185,5 years and above
Cedarcrest Hospitals Ltd,1,,"If it was possible to rate a ZERO star, I would. These people are so money-oriented that it is hard to see how they make 'caring for their patient' their mission.
For a hospital that claim to be a specialist hospital carrying out elective surgeries, it is a massive shock that their ICU facilities and expertise are below-par.
Forget about being operated on in this hospital for simple surgeries as you may just get post-operative complications that they cannot even treat.

My family and I just wish that we found honest recommendations before taking our relatives there for surgeries as they sadly lost their lives under the so-called care of the medical staff in this hospital. We were willing to pay for their services to ensure that good professional care would be given.  Imagine in the course of care, certain drugs were not procured for our family member because they were deemed 'too expensive' even though it was vital and that lead to admission into ICU on their premises. We promptly paid every single kobo that they charged us but still they did not see it fit to give the standard of care expected of them. How sad and extremely disappointing.

ICU expertise is RUBBISH. If they cannot treat patients properly, they should send to an appropriately staffed ICU elsewhere instead of charging for what they cannot do.

When my aunty had an accident, she was first taken there and having found out in the nick of time about the deaths of her relatives in the same hospital, she quickly arranged to be transfered to elsewhere where she made good recovery. We later learnt that the rates of deaths have actually been high in this hospital.

This hospital should be downgraded to a clinic. I note that other reviewers mention 'state-of-the-art equipment' which means little if the expertise is seriously lacking.

It is these kind of estsblishments that make us think that medical tourism should continue in this country until the healthcare system drastically improve.

For those reading or thinking of being a patient in this hospital, enter this hospital solely at your risk if you do not value your life. You have been advised and warned!!",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,NEGATIVE,0.9979586601257324,5 years and above
Cedarcrest Hospitals Ltd,1,,"I had terrible experience at this hospital in February 2017. I will not recommend them to any friend. My right thumb x-ray report was deliberately withheld by Dr Osuagwu. She claimed x-ray report cannot be issued because examination was a patient request. This was not the case in other hospitals, patients have rights to request any examination they want provided there is reasonable grounds. It even became more cynical and dubious that this Doctor covered up hairline fracture at the tip of my right thumb in her issued report after I got lawyers involved. But she was exposed by scan reports from Echo-Scan and Garki hospital which reported and concluded fracture.
Furthermore, despite spending nearly half a million Naira for MRI scan for my entire spine they got my date of birth wrong and claimed it was my fault. It is needless to mention that day and month stated as my date of birth was the date of my MRI scan examination was performed at this hopsital. The staff in this hospital including Dr Osuagwu are so dishonest. Bewarned!! I am now contacting Human Rights for assistance in recovery of money paid to this hospital. My rating for this hospital is - one star",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,NEGATIVE,0.9985798597335815,5 years and above
Cedarcrest Hospitals Ltd,4,,"It's Neat, their services are professional and World class.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9997633099555969,5 years and above
Cedarcrest Hospitals Ltd,4,,"This is good hospital and the facilities are well maintained.However, the waiting time of out patients can be really long",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9806914329528809,5 years and above
Cedarcrest Hospitals Ltd,5,,"To be sincere the place was an amazing hospital that provides you extra a part from what you needs, they also take very good care of you just like an abroad, they always treated their patients just like a king's, with Royal treatment, pls try it for the good of you and your family.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9994322657585144,5 years and above
Cedarcrest Hospitals Ltd,5,,It's very nice and has wonderful service,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9998842477798462,5 years and above
Cedarcrest Hospitals Ltd,4,,"Ultra modern hospital, well equipped wards, clinics with good facilities and well mannered staffs & also a clean & neat environment",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9996615648269653,5 years and above
Cedarcrest Hospitals Ltd,4,,Nice and well organized place. The staff is very welcoming and knowledgeable.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9998795986175537,5 years and above
Cedarcrest Hospitals Ltd,4,,Seems like a great hospital... But still work in progress,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9808593988418579,5 years and above
Cedarcrest Hospitals Ltd,4,,Expensive,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,NEGATIVE,0.9969586133956909,5 years and above
Cedarcrest Hospitals Ltd,4,,We saw a Pediatrician for my son. I believe they are thorough. They also seem quite organised. I was just a bit worried that work was still going on in the hospital.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9424758553504944,5 years and above
Cedarcrest Hospitals Ltd,4,,Well equipped with modern facilities,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9997816681861877,5 years and above
Cedarcrest Hospitals Ltd,4,,"It's a specialist hospital with good medical facilities, located in Apo Abuja, well trained medical personnel. I like the ATM stand in front of the hospital, for easy access of fund",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,POSITIVE,0.9924856424331665,5 years and above
Cedarcrest Hospitals Ltd,2,,Poor service,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,7 years ago,,NEGATIVE,0.9996534585952759,5 years and above
Cedarcrest Hospitals Ltd,4,,Professional medical care,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9927294850349426,5 years and above
Cedarcrest Hospitals Ltd,5,,Specialist hospital with good medical facility. Has a good lob oratory services including MRI. There is ATM outside the facility.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9888024926185608,5 years and above
Cedarcrest Hospitals Ltd,5,,Cedarcrest Hospitals Limited performs various Orthopaedic procedure - people from myriad locations prefer to patronise Cedarcrest Hospitals in order to get their medical needs met without having to travel too far.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.8853358626365662,5 years and above
Cedarcrest Hospitals Ltd,5,,BEST HEALTH CARE SERVICE,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9997615218162537,5 years and above
Cedarcrest Hospitals Ltd,5,,best practice standards at this hospital with the professional medical hands makes it a one stop shop for people in abuja desiring international standard heathcare facility.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9681168794631958,5 years and above
Cedarcrest Hospitals Ltd,5,,Indeed Cedarcrest Hospitals Abuja has re-defined health care service delivery in Nigeria and the West African sub continent. It has an excellent team of doctors drawn from within and outside Nigeria. It is an ideal one stop care center in Nigeria.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9996901750564575,5 years and above
Cedarcrest Hospitals Ltd,5,,"I first visited the hospital in february and i was hooked instantly, from the ambience to the friendly staff, great customer service, team of experienced and well trained medical professionals. Cedarcrest hospitals is second to none, it is the best hospital in Abuja.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9997311234474182,5 years and above
Cedarcrest Hospitals Ltd,5,,"I started with the hospitals in 2015, and so far i have no regrets. I also brought my mum with a very serious fracture and she is ok now.
Cedarcrest hospitals is one of the best hospitals in abuja.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9997703433036804,5 years and above
Cedarcrest Hospitals Ltd,5,,Cedarcrest Hospitals is driven by a team of passionate professionals who provide best-in-class healthcare services.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9997196793556213,5 years and above
Cedarcrest Hospitals Ltd,5,,Cedarcrest Hospitals Limited is a fantastic healthcare institution that provides divers care which ranges from primary healthcare to tertiary healthcare in Nigeria.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9995730519294739,5 years and above
Cedarcrest Hospitals Ltd,5,,"CEDARCREST hospitals is an awesome place to be if you are in need of healthcare services. ""Miracles"" happen there. Surgeries are done for those who need them and people are walking by the next day! A wide range of health experts, a clean and lovely environment, an array of state of the art equipment, friendly staff. I did not like being sick but since I was, I was glad to have been treated in Cedarcrest. Definitely the best hospital in Abuja.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.999811589717865,5 years and above
Cedarcrest Hospitals Ltd,5,,"Excellent healthcare service delivery at affordable rate.well equipped with skilled professionals.with this, people are able to access first class healthcare on a timely basis without the need to rush abroad.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9998050332069397,5 years and above
Cedarcrest Hospitals Ltd,5,,"Cedarcrest Hospitals, Apo, Abuja, is the  biggest, best equipped, and most staffed yet affordable hospital in Abuja,  Federal Capital Territory, Nigeria.

For making a difference, thank you.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9996917247772217,5 years and above
Cedarcrest Hospitals Ltd,5,,"I was referred to hospital sometimes in 2015 and  i was really certified with treatment I received. I have sent  at least 3 of my staff to the hospital their experiences was superb. They have state of the art equipment and they are into all areas of medicine.

Their services of high quality and I recommend the hospital to all.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9998025298118591,5 years and above
Cedarcrest Hospitals Ltd,5,,Got my open head sewed in and it looks good as new. Was the 40th patient that year back in 2007 and up till date have seen every growing dedication to care for people.,Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9994451403617859,5 years and above
Cedarcrest Hospitals Ltd,5,,"Cedarcrest Hospital in Abuja is one of the most modern and well managed hospital in Nigeria. The radiology unit has state of the art equipment on site including MRI, CT,  4D Ultrasound, Mammography and DEXA machine. They also have in-house laboratory and ICU unit capable of supporting a variety of trauma cases with a wide range of specialists to choose from.
It is definitely in a league of it own.",Apo,"{'lat': 8.9927062, 'lng': 7.487031}",Private hospital,Abuja,8 years ago,,POSITIVE,0.9992637038230896,5 years and above
DEDA Hospital,5,Hauwa Ashafa,Cozy restaurant with tasty yummy food  ,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,3 hours ago,,POSITIVE,0.9998261332511902,Less than a year ago
DEDA Hospital,4,Elijah Jiya,Wonderful,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a week ago,,POSITIVE,0.9998772144317627,Less than a year ago
DEDA Hospital,5,Bright Davids,They give a very welcoming and homely service environment with the best staffs and healthcare experts,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,4 weeks ago,,POSITIVE,0.9998522996902466,Less than a year ago
DEDA Hospital,5,Godwin Blessing,Awesome environment,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a month ago,,POSITIVE,0.9998810291290283,Less than a year ago
DEDA Hospital,5,MAS ED,"Excellent services, neat environment, friendly staff and well coordinated staff",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,3 months ago,,POSITIVE,0.9998620748519897,Less than a year ago
DEDA Hospital,2,Avalanche Shaibu,"Subject: Complaint Regarding Excessive Wait Times for Antenatal Visits

Dear Deda Management,

I hope this message finds you well. I am writing to formally express my dissatisfaction with the antenatal services I have received at your hospital. After leaving my previous hospital due to mismanagement and the fact that my doctor moved to your hospital, I chose to trust your facility with my antenatal care, paying for the full service. Unfortunately, the wait times I have experienced have been excessively long and deeply frustrating.

During my first and second visits, I waited nearly four hours to see a doctor, which is far beyond what should be considered reasonable. My third visit was even worse, as I ended up waiting more than four hours, with only one doctor available to attend to patients. As someone who is pregnant, managing stress and taking care of my health is a priority. However, spending hours waiting for medical attention is not only exhausting but also adds unnecessary stress.

While I do appreciate the friendly and polite attitude of your staff, the wait times are unacceptable and do not reflect the level of care I expected. Unfortunately, based on my experience, I cannot recommend your hospital to others unless they find waiting for hours enjoyable.

why even ask someone to book an appointment time if we still have to come and wait.

I hope you will take this feedback seriously and work towards improving your service, especially considering the needs of expectant mothers.",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,4 months ago,,NEGATIVE,0.8808813095092773,Less than a year ago
DEDA Hospital,5,blessing udoh,"I must say Deda is really doing a great job.
The care was outstanding from start to finish. The front desk was very professional and pleasant. The facility well equipped and design for patient privacy, service and efficiency.
Kudos Deda!",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998533725738525,Less than a year ago
DEDA Hospital,5,Ikidi Remilekun,"Absolutely impressed! the staff are professional,fantastic,compassionate and patient. Great experience",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998875856399536,Less than a year ago
DEDA Hospital,5,Ude Ekundare,"Great hospital, fantastic consultant, exceptional facility.

My pregnancy experience has been exceptional, so different from the usual Nigerian hospital experience",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,4 months ago,,POSITIVE,0.9996155500411987,Less than a year ago
DEDA Hospital,4,Daniel Emmanuel,Deda hospital is known for excellence in delivering top notch quality health care services and I am always thrilled with their services,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,4 months ago,,POSITIVE,0.9998412132263184,Less than a year ago
DEDA Hospital,3,Hafsat Mustapha,The wait time is really horrible. It’s my third time coming and the wait time keeps getting longer. Won’t be coming again,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,5 months ago,,NEGATIVE,0.9993857145309448,Less than a year ago
DEDA Hospital,5,Segun Oladipo,Wonderful hospital,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,6 months ago,,POSITIVE,0.999840259552002,Less than a year ago
DEDA Hospital,1,Joy Chukwuemeka,Deda hospital has become a typical Nigerian establishment. The staff act like they’re working for free or doing you a favour by attending to you. The waiting time is absolutely unbearable with poor interoperability at the different points of care. The front desk staff are quick to say “your HMO doesn’t cover this and you’ll have to pay out of pocket” without reaching out to the HMO first. I wonder if they get commission for clients they make to pay out of pocket.,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,6 months ago,,NEGATIVE,0.9994162321090698,Less than a year ago
DEDA Hospital,2,Benjamin Yisa,"Unfortunately, they don't keep to their own appointment time. It happened 3 times consecutively.",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,7 months ago,,NEGATIVE,0.9989107847213745,Less than a year ago
DEDA Hospital,4,Paul Ifeanyi Ndulue,Very good hospital  ,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,7 months ago,,POSITIVE,0.999830961227417,Less than a year ago
DEDA Hospital,5,PAUL ZIGGY,"A very neat hospital
The hospitality there is amazing
The doctors are always professional",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,9 months ago,,POSITIVE,0.9997795224189758,Less than a year ago
DEDA Hospital,1,Helen Chidiogo Onwuha-nwuka,This hospital staff discriminate a lot. Always nice and sweet with the rich people but careless about the girls who come to donate their eggs. They are also currently delaying my payment for no reason at all which is very wrong. Their staff always look down and sometimes don’t even bother to attend to egg donors,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,10 months ago,,NEGATIVE,0.9963089823722839,Less than a year ago
DEDA Hospital,5,Forex Trade Academy,Excellent,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,11 months ago,,POSITIVE,0.9998434782028198,Less than a year ago
DEDA Hospital,5,carly varela,I would like to thank and extend my gratitude to Doc Sunday and all of the team. My experience was outstanding. I am a RN and been able to have a positive experience as patient at Deda hospital was amazing. The team used  person centered approach throughout my treatment. They were empathetic and professional at all time.,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a year ago,,POSITIVE,0.9998239874839783,1 year ago
DEDA Hospital,4,Sergius Hikon,Handling issue of 26 yaers of infertility in; the 2024,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a year ago,,NEGATIVE,0.948975145816803,1 year ago
DEDA Hospital,5,Ifunanya Chijioke,Is lovely,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a year ago,,POSITIVE,0.9998677968978882,1 year ago
DEDA Hospital,5,SHAMSU UMAR POS & DATA,Nice,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a year ago,,POSITIVE,0.9998552799224854,1 year ago
DEDA Hospital,5,Abdulkadeer Sabo,Perfect,Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a year ago,,POSITIVE,0.9998517036437988,1 year ago
DEDA Hospital,5,Otikpa Rosemary Chinelo,"Very standard hospital, qualified doctors and nurses. They have many consultants, you will even think you're in UK hospital. 24/7 uninterrupted power supply.  Always neat because they clean it 3× a day. Their rooms are like five star executive hotel rooms. Everything is functioning very well. Top notch hospital, full equipped. May God Almighty bless the owner and mgt for setting up this type of hospital.",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a year ago,,POSITIVE,0.9991182684898376,1 year ago
DEDA Hospital,4,Attayi Stephen,"Good environment, friendly staff",Kado,"{'lat': 9.1008754, 'lng': 7.4503049}",Hospital,Abuja,a year ago,,POSITIVE,0.9998610019683838,1 year ago
